product_id;name;color;size;price
2507;Double Bastard Ale;MediumSlateBlue;5;75.36
2508;Trappistes Rochefort 10;Peru;7;35.86
2509;Pliny The Elder;Red;7;58.79
2510;Alpha King Pale Ale;LightYellow;4;32.86
2511;Trappistes Rochefort 8;MediumSpringGreen;6;46.63
2512;HopSlam Ale;BlueViolet;7;28.59
2513;Sierra Nevada Celebration Ale;LightSlateGray;5;70.80
2514;Pliny The Elder;MistyRose;6;36.57
2515;Ruination IPA;Cornsilk;6;58.72
2516;Bourbon County Stout;LawnGreen;5;32.74
2517;Trappistes Rochefort 8;Cyan;5;42.57
2518;90 Minute IPA;LightSeaGreen;6;45.03
2519;Dreadnaught IPA;LightCoral;7;66.86
2520;Stone Imperial Russian Stout;Teal;7;24.99
2521;Stone Imperial Russian Stout;Cyan;8;54.92
2522;Brooklyn Black;Aqua;6;58.33
2523;Hop Rod Rye;Yellow;6;26.10
2524;Shakespeare Oatmeal;LightCyan;5;57.04
2525;Maharaj;BurlyWood;7;27.41
2526;Sierra Nevada Bigfoot Barleywine Style Ale;MediumVioletRed;6;44.34
2527;Racer 5 India Pale Ale, Bear Republic Bre;LightSkyBlue;8;69.51
2528;Shakespeare Oatmeal;MediumSpringGreen;7;57.24
2529;Shakespeare Oatmeal;Bisque;6;44.20
2530;Arrogant Bastard Ale;Lavender;8;67.74
2531;Celebrator Doppelbock;OldLace;7;46.82
2532;Double Bastard Ale;LightGoldenRodYellow;4;40.03
2533;90 Minute IPA;Gainsboro;5;43.44
2534;Brooklyn Black;SandyBrown;8;20.97
2535;Shakespeare Oatmeal;Silver;6;31.67
2536;Orval Trappist Ale;Cornsilk;8;21.28
2537;Sublimely Self-Righteous Ale;Orange;8;31.63
2538;Yeti Imperial Stout;DarkMagenta;7;43.78
2539;Bourbon County Stout;Lime;6;61.45
2540;Orval Trappist Ale;LemonChiffon;5;74.40
2541;Sublimely Self-Righteous Ale;DarkBlue;6;45.10
2542;St. Bernardus Abt 12;Red;6;28.62
2543;Alpha King Pale Ale;LightGray;5;78.09
2544;Ten FIDY;Green;5;30.53
2545;Westmalle Trappist Tripel;FloralWhite;4;25.04
2546;Trappistes Rochefort 8;Purple;8;49.76
2547;Double Bastard Ale;LavenderBlush;6;42.57
2548;Schneider Aventinus;Teal;6;75.90
2549;Trappistes Rochefort 8;MistyRose;8;38.82
2550;Oak Aged Yeti Imperial Stout;AliceBlue;4;48.60
2551;Hennepin;GreenYellow;5;65.23
2552;Trappistes Rochefort 8;MediumBlue;7;43.63
2553;Yeti Imperial Stout;MediumAquaMarine;5;20.88
2554;Two Hearted Ale;DarkSlateBlue;6;62.85
2555;Duvel;Tomato;4;29.34
2556;Dreadnaught IPA;GoldenRod;6;70.35
2557;Hop Rod Rye;MediumSeaGreen;4;60.20
2558;Trappistes Rochefort 10;Lime;8;64.94
2559;Dreadnaught IPA;Brown;7;70.21
2560;Chocolate St;Gray;6;55.73
2561;Sierra Nevada Bigfoot Barleywine Style Ale;MediumPurple;8;26.36
2562;Hennepin;HoneyDew;5;63.77
2563;Nugget Nectar;DarkMagenta;6;79.59
2564;Maudite;Sienna;5;23.76
2565;Hercules Double IPA;MidnightBlue;5;22.57
2566;St. Bernardus Abt 12;BlueViolet;8;33.01
2567;Stone Imperial Russian Stout;Gainsboro;6;28.63
2568;St. Bernardus Abt 12;Chartreuse;7;52.96
2569;Trois Pistoles;YellowGreen;6;53.96
2570;Weihenstephaner Hefeweissbier;SkyBlue;6;59.14
2571;Sublimely Self-Righteous Ale;DimGrey;7;59.19
2572;Trois Pistoles;FireBrick;5;37.97
2573;Péché Mortel;Olive;8;51.24
2574;Chocolate St;DeepSkyBlue;8;40.23
2575;Ruination IPA;SpringGreen;8;60.90
2576;90 Minute IPA;OrangeRed;4;40.32
2577;Bell’s Expedition;LightGray;4;67.85
2578;Racer 5 India Pale Ale, Bear Republic Bre;DeepPink;6;35.98
2579;Edmund Fitzgerald Porter;Chocolate;6;62.46
2580;Maharaj;LightSkyBlue;7;60.11
2581;Duvel;Black;7;74.57
2582;Maudite;Olive;6;36.61
2583;Sublimely Self-Righteous Ale;NavajoWhite;8;79.53
2584;Péché Mortel;MintCream;7;26.27
2585;Nugget Nectar;RoyalBlue;8;37.58
2586;Duvel;BlueViolet;4;61.96
2587;Orval Trappist Ale;DarkSalmon;6;55.30
2588;Chocolate St;AntiqueWhite;5;34.82
2589;Pliny The Elder;SkyBlue;5;42.80
2590;Hop Rod Rye;AntiqueWhite;8;36.96
2591;Storm King Stout;PaleGoldenRod;8;64.50
2592;Ten FIDY;Khaki;6;66.03
2593;Alpha King Pale Ale;LightSteelBlue;5;29.09
2594;Celebrator Doppelbock;Gray;4;67.33
2595;Two Hearted Ale;RosyBrown;8;51.44
2596;Westmalle Trappist Tripel;Orange;7;78.47
2597;Brooklyn Black;DarkSlateGray;6;42.15
2598;Brooklyn Black;Navy;6;42.25
2599;Nugget Nectar;Orange;5;59.93
2600;Samuel Smith’s Imperial IPA;LavenderBlush;8;78.15
2601;Trappistes Rochefort 8;Lime;6;49.02
2602;Schneider Aventinus;DodgerBlue;6;44.39
2603;Hop Rod Rye;DarkSeaGreen;8;21.26
2604;Shakespeare Oatmeal;DarkSeaGreen;8;37.60
2605;Weihenstephaner Hefeweissbier;Green;7;63.30
2606;St. Bernardus Abt 12;Snow;4;79.41
2607;Nugget Nectar;Orange;5;75.59
2608;Ruination IPA;MediumSpringGreen;5;23.57
2609;Oaked Arrogant Bastard Ale;Cornsilk;7;67.55
2610;Sierra Nevada Celebration Ale;DeepSkyBlue;6;29.87
2611;Samuel Smith’s Imperial IPA;WhiteSmoke;7;44.90
2612;Péché Mortel;SeaShell;8;41.22
2613;Hercules Double IPA;MediumBlue;6;41.66
2614;Racer 5 India Pale Ale, Bear Republic Bre;DarkBlue;6;45.18
2615;Double Bastard Ale;Thistle;8;74.49
2616;Stone IPA;DodgerBlue;8;61.19
2617;Samuel Smith’s Oatmeal Stout;OrangeRed;4;55.33
2618;Bell’s Expedition;DarkCyan;7;52.49
2619;Trappistes Rochefort 8;Gray;6;78.34
2620;Trappistes Rochefort 10;SeaShell;4;74.47
2621;Stone Imperial Russian Stout;PapayaWhip;4;63.91
2622;Shakespeare Oatmeal;PaleVioletRed;8;31.60
2623;Sierra Nevada Celebration Ale;Olive;8;50.84
2624;La Fin Du Monde;Indigo ;6;41.73
2625;Sierra Nevada Celebration Ale;OliveDrab;8;27.16
2626;Shakespeare Oatmeal;LemonChiffon;6;48.95
2627;90 Minute IPA;LightCyan;5;36.72
2628;Stone Imperial Russian Stout;LightGoldenRodYellow;5;70.82
2629;Trappistes Rochefort 10;LightSlateGray;4;45.19
2630;Alpha King Pale Ale;DarkSlateBlue;5;21.82
2631;Samuel Smith’s Imperial IPA;PaleGoldenRod;6;22.11
2632;Samuel Smith’s Oatmeal Stout;ForestGreen;8;26.04
2633;Hop Rod Rye;DodgerBlue;7;39.43
2634;Founders Breakfast Stout;Salmon;7;21.28
2635;Bourbon County Stout;Snow;7;53.73
2636;Trappistes Rochefort 8;FireBrick;7;21.27
2637;Founders Breakfast Stout;DarkSeaGreen;8;54.02
2638;Schneider Aventinus;DarkGray;4;20.07
2639;Westmalle Trappist Tripel;DarkGray;5;47.13
2640;Sierra Nevada Celebration Ale;PaleVioletRed;5;38.95
2641;Trappistes Rochefort 10;Beige;6;60.14
2642;Trappistes Rochefort 10;Gold;8;61.09
2643;St. Bernardus Abt 12;Silver;8;27.09
2644;La Fin Du Monde;DarkTurquoise;4;24.88
2645;Celebrator Doppelbock;Darkorange;5;67.99
2646;Alpha King Pale Ale;SeaGreen;8;35.07
2647;Nugget Nectar;DarkSlateBlue;4;30.79
2648;Péché Mortel;Black;5;22.10
2649;Schneider Aventinus;DarkOliveGreen;5;76.33
2650;Weihenstephaner Hefeweissbier;Plum;8;31.38
2651;Ten FIDY;SpringGreen;7;63.42
2652;Bourbon County Stout;RoyalBlue;7;70.04
2653;Trois Pistoles;PapayaWhip;5;75.78
2654;Alpha King Pale Ale;Indigo ;7;41.93
2655;Weihenstephaner Hefeweissbier;DarkOliveGreen;4;76.85
2656;Sierra Nevada Celebration Ale;LightSeaGreen;5;68.68
2657;Brooklyn Black;MediumAquaMarine;7;73.98
2658;Bell’s Expedition;Violet;4;78.88
2659;Schneider Aventinus;Salmon;5;65.63
2660;Maudite;Cyan;8;53.13
2661;Founders Breakfast Stout;Blue;7;36.38
2662;Chimay Grande Réserve;Snow;7;39.17
2663;Hercules Double IPA;LightSteelBlue;8;68.64
2664;Chimay Grande Réserve;Pink;4;77.73
2665;Edmund Fitzgerald Porter;Wheat;5;73.21
2666;Yeti Imperial Stout;AliceBlue;7;68.96
2667;Stone Imperial Russian Stout;SeaShell;4;57.51
2668;Sublimely Self-Righteous Ale;AliceBlue;6;71.99
2669;Bourbon County Stout;DarkOliveGreen;8;58.87
2670;Pliny The Elder;CadetBlue;4;60.73
2671;Pliny The Elder;LightSteelBlue;6;29.51
2672;Alpha King Pale Ale;PapayaWhip;4;66.94
2673;Oak Aged Yeti Imperial Stout;Green;5;79.75
2674;Sierra Nevada Celebration Ale;DarkSlateBlue;5;32.61
2675;Ruination IPA;PaleTurquoise;5;45.77
2676;Hennepin;DarkTurquoise;7;51.48
2677;90 Minute IPA;YellowGreen;7;77.18
2678;Trois Pistoles;CadetBlue;5;56.08
2679;Samuel Smith’s Imperial IPA;LightSlateGray;6;70.50
2680;Chimay Grande Réserve;Coral;5;72.28
2681;Ruination IPA;LightSlateGray;5;38.54
2682;Ruination IPA;Tomato;4;53.24
2683;Edmund Fitzgerald Porter;RoyalBlue;7;45.80
2684;Sublimely Self-Righteous Ale;DarkGoldenRod;7;40.56
2685;Bourbon County Stout;FloralWhite;7;20.09
2686;Shakespeare Oatmeal;FireBrick;6;53.25
2687;Bell’s Expedition;SlateBlue;8;30.13
2688;Schneider Aventinus;DarkRed;5;74.98
2689;Oaked Arrogant Bastard Ale;OliveDrab;4;24.20
2690;Stone Imperial Russian Stout;AntiqueWhite;5;66.74
2691;Alpha King Pale Ale;HoneyDew;5;33.01
2692;La Fin Du Monde;DeepPink;4;60.39
2693;Chocolate St;PaleTurquoise;8;40.72
2694;Sierra Nevada Bigfoot Barleywine Style Ale;LightYellow;5;72.63
2695;Founders Breakfast Stout;PowderBlue;8;25.99
2696;Edmund Fitzgerald Porter;LavenderBlush;4;71.17
2697;Alpha King Pale Ale;SeaShell;6;32.77
2698;Trois Pistoles;Bisque;5;38.90
2699;Oaked Arrogant Bastard Ale;HoneyDew;5;77.27
2700;HopSlam Ale;PapayaWhip;4;57.21
2701;Orval Trappist Ale;RoyalBlue;5;61.14
2702;Stone IPA;Coral;6;51.79
2703;Hercules Double IPA;MediumSeaGreen;6;44.72
2704;Trappistes Rochefort 10;Green;7;65.83
2705;Trois Pistoles;LightGreen;8;31.15
2706;Stone Imperial Russian Stout;DimGrey;5;53.20
2707;Trois Pistoles;Khaki;4;34.62
2708;Péché Mortel;DarkOrchid;7;63.42
2709;Samuel Smith’s Oatmeal Stout;MediumBlue;7;48.19
2710;Two Hearted Ale;DarkRed;8;35.59
2711;Arrogant Bastard Ale;Blue;7;64.57
2712;Old Rasputin Russian Imperial Stout;SeaGreen;4;46.81
2713;Chocolate St;MintCream;7;34.15
2714;Celebrator Doppelbock;DimGray;8;37.83
2715;Bourbon County Stout;Pink;7;38.33
2716;Bourbon County Stout;DarkOliveGreen;7;71.98
2717;Celebrator Doppelbock;DimGray;5;32.28
2718;Celebrator Doppelbock;PaleTurquoise;5;48.31
2719;Samuel Smith’s Oatmeal Stout;DarkKhaki;4;39.36
2720;Ruination IPA;MediumSpringGreen;6;48.66
2721;Stone Imperial Russian Stout;MintCream;4;64.25
2722;Two Hearted Ale;Ivory;4;29.91
2723;Chimay Grande Réserve;Chocolate;4;28.36
2724;Founders Kentucky Breakfast;Moccasin;4;40.21
2725;Chocolate St;NavajoWhite;6;78.87
2726;Stone IPA;GreenYellow;4;45.69
2727;Hennepin;FireBrick;6;37.04
2728;Old Rasputin Russian Imperial Stout;LightYellow;7;59.70
2729;St. Bernardus Abt 12;Maroon;7;34.84
2730;Pliny The Elder;DarkKhaki;8;54.72
2731;Celebrator Doppelbock;Crimson;6;38.28
2732;Sierra Nevada Celebration Ale;PaleVioletRed;6;27.20
2733;Trappistes Rochefort 10;Olive;4;32.23
2734;Duvel;OliveDrab;6;45.12
2735;Samuel Smith’s Oatmeal Stout;SpringGreen;6;66.76
2736;Two Hearted Ale;Fuchsia;7;42.78
2737;Yeti Imperial Stout;SaddleBrown;4;40.63
2738;Chocolate St;Plum;5;65.94
2739;Hercules Double IPA;PeachPuff;8;78.19
2740;Pliny The Elder;MediumSeaGreen;8;26.35
2741;Celebrator Doppelbock;PeachPuff;4;70.75
2742;Brooklyn Black;Coral;8;75.98
2743;St. Bernardus Abt 12;Violet;4;51.14
2744;Edmund Fitzgerald Porter;SandyBrown;6;58.27
2745;Hop Rod Rye;Aqua;4;58.93
2746;Sublimely Self-Righteous Ale;Plum;4;34.42
2747;Sublimely Self-Righteous Ale;Gold;5;58.29
2748;Founders Breakfast Stout;DimGray;7;22.54
2749;Westmalle Trappist Tripel;Tomato;5;37.64
2750;Maharaj;Cornsilk;6;72.11
2751;Duvel;MediumSpringGreen;8;20.92
2752;Samuel Smith’s Imperial IPA;Darkorange;4;42.97
2753;Trois Pistoles;LightSalmon;6;32.90
2754;Yeti Imperial Stout;Orchid;8;38.58
2755;Double Bastard Ale;MediumPurple;4;32.50
2756;St. Bernardus Abt 12;MidnightBlue;8;24.82
2757;Samuel Smith’s Oatmeal Stout;Silver;8;41.05
2758;Schneider Aventinus;BurlyWood;8;77.28
2759;Stone Imperial Russian Stout;Snow;8;20.72
2760;Sublimely Self-Righteous Ale;Moccasin;6;42.68
2761;Trappistes Rochefort 10;Gold;8;21.31
2762;Westmalle Trappist Tripel;Darkorange;7;34.74
2763;Old Rasputin Russian Imperial Stout;PapayaWhip;6;41.51
2764;Shakespeare Oatmeal;DarkBlue;4;39.72
2765;Samuel Smith’s Oatmeal Stout;SeaShell;5;53.34
2766;Nugget Nectar;Red;6;50.00
2767;Ruination IPA;AliceBlue;4;57.38
2768;Stone Imperial Russian Stout;MediumSeaGreen;8;20.64
2769;Sierra Nevada Celebration Ale;Magenta;5;33.21
2770;Weihenstephaner Hefeweissbier;GoldenRod;5;55.50
2771;Double Bastard Ale;Darkorange;5;23.24
2772;Nugget Nectar;LightGreen;8;38.72
2773;Stone Imperial Russian Stout;Yellow;8;53.68
2774;Ruination IPA;LightSalmon;7;79.52
2775;Samuel Smith’s Oatmeal Stout;Navy;8;33.29
2776;Samuel Smith’s Imperial IPA;BlanchedAlmond;6;72.50
2777;Chimay Grande Réserve;Lavender;8;63.93
2778;90 Minute IPA;Chocolate;7;49.71
2779;Orval Trappist Ale;Ivory;6;76.49
2780;Founders Kentucky Breakfast;Fuchsia;6;22.03
2781;Maharaj;DarkKhaki;8;60.33
2782;Two Hearted Ale;DarkGray;6;48.57
2783;90 Minute IPA;DarkGreen;5;23.62
2784;Sierra Nevada Bigfoot Barleywine Style Ale;Maroon;7;29.36
2785;Ruination IPA;PaleGoldenRod;7;49.60
2786;Bourbon County Stout;Gray;6;23.35
2787;St. Bernardus Abt 12;White;4;57.61
2788;HopSlam Ale;MediumSeaGreen;7;65.99
2789;Hop Rod Rye;DarkMagenta;4;21.51
2790;Oak Aged Yeti Imperial Stout;Snow;6;25.85
2791;Stone IPA;DodgerBlue;6;64.15
2792;Dreadnaught IPA;DimGrey;5;28.32
2793;Duvel;MediumSpringGreen;7;37.20
2794;Old Rasputin Russian Imperial Stout;PaleGreen;5;46.08
2795;Storm King Stout;Lime;5;23.40
2796;Orval Trappist Ale;DimGrey;6;79.36
2797;Maudite;MidnightBlue;8;53.92
2798;Sierra Nevada Bigfoot Barleywine Style Ale;LightGreen;7;49.48
2799;St. Bernardus Abt 12;Gold;4;70.42
2800;Chocolate St;PapayaWhip;7;77.23
2801;Bourbon County Stout;Peru;8;78.22
2802;Orval Trappist Ale;IndianRed ;6;57.58
2803;Samuel Smith’s Oatmeal Stout;LavenderBlush;5;37.09
2804;Stone Imperial Russian Stout;DarkSalmon;5;53.82
2805;Trappistes Rochefort 8;DeepPink;6;57.93
2806;Ruination IPA;MidnightBlue;6;58.21
2807;Old Rasputin Russian Imperial Stout;Orange;5;52.51
2808;Trappistes Rochefort 8;FireBrick;4;53.35
2809;Dreadnaught IPA;Brown;7;58.09
2810;Hercules Double IPA;Aquamarine;8;29.30
2811;Founders Breakfast Stout;GreenYellow;5;31.93
2812;Sierra Nevada Celebration Ale;LightPink;4;53.76
2813;Chimay Grande Réserve;Wheat;4;65.53
2814;HopSlam Ale;Aqua;6;31.51
2815;Shakespeare Oatmeal;Bisque;6;69.29
2816;Celebrator Doppelbock;Cornsilk;6;37.86
2817;Ruination IPA;DarkCyan;7;45.61
2818;Founders Breakfast Stout;AliceBlue;5;49.03
2819;Old Rasputin Russian Imperial Stout;AntiqueWhite;6;78.48
2820;Racer 5 India Pale Ale, Bear Republic Bre;Maroon;4;21.23
2821;Schneider Aventinus;White;6;62.91
2822;Old Rasputin Russian Imperial Stout;DarkGreen;6;30.65
2823;Stone IPA;LightSteelBlue;8;28.05
2824;Pliny The Elder;LightSeaGreen;6;50.57
2825;Stone IPA;Salmon;7;50.65
2826;Hennepin;DarkRed;4;48.99
2827;Sierra Nevada Celebration Ale;SlateGray;4;43.28
2828;Chocolate St;Teal;5;73.93
2829;Hop Rod Rye;GreenYellow;4;48.11
2830;La Fin Du Monde;Maroon;4;27.96
2831;Maharaj;DeepPink;8;33.00
2832;Storm King Stout;LightSlateGray;7;27.27
2833;Chocolate St;Chartreuse;5;79.03
2834;Arrogant Bastard Ale;Orange;6;27.27
2835;Orval Trappist Ale;AliceBlue;7;45.57
2836;Double Bastard Ale;Lavender;6;40.44
2837;Edmund Fitzgerald Porter;RosyBrown;7;64.45
2838;Racer 5 India Pale Ale, Bear Republic Bre;Azure;5;79.52
2839;Orval Trappist Ale;MistyRose;6;21.84
2840;Arrogant Bastard Ale;AliceBlue;4;20.01
2841;Yeti Imperial Stout;OldLace;6;49.02
2842;Ruination IPA;GreenYellow;5;57.97
2843;St. Bernardus Abt 12;MediumVioletRed;7;53.34
2844;Chocolate St;MediumTurquoise;4;38.33
2845;Stone IPA;DimGrey;5;70.84
2846;Dreadnaught IPA;LightCoral;5;57.03
2847;Trappistes Rochefort 8;Moccasin;6;21.06
2848;HopSlam Ale;AliceBlue;7;35.20
2849;Oaked Arrogant Bastard Ale;Bisque;4;20.86
2850;Trappistes Rochefort 8;Chocolate;6;73.53
2851;Schneider Aventinus;Silver;6;72.13
2852;Sublimely Self-Righteous Ale;Maroon;7;46.99
2853;Celebrator Doppelbock;AntiqueWhite;8;54.13
2854;St. Bernardus Abt 12;AliceBlue;4;66.41
2855;Chocolate St;DarkSlateBlue;4;22.01
2856;Hercules Double IPA;DarkTurquoise;6;34.37
2857;Samuel Smith’s Imperial IPA;Olive;7;22.36
2858;Hercules Double IPA;GreenYellow;7;62.76
2859;Weihenstephaner Hefeweissbier;LightGoldenRodYellow;6;43.58
2860;Hop Rod Rye;Tomato;5;26.07
2861;Arrogant Bastard Ale;Plum;8;62.09
2862;Storm King Stout;Green;7;62.86
2863;Trois Pistoles;RosyBrown;7;21.70
2864;Founders Breakfast Stout;LightSteelBlue;5;50.63
2865;HopSlam Ale;LightGray;6;23.77
2866;Sierra Nevada Bigfoot Barleywine Style Ale;Blue;6;75.19
2867;Stone Imperial Russian Stout;White;7;42.38
2868;Stone IPA;DimGrey;5;52.17
2869;Maudite;MintCream;4;79.10
2870;Pliny The Elder;CornflowerBlue;7;46.46
2871;Dreadnaught IPA;RosyBrown;4;48.01
2872;Bourbon County Stout;MediumVioletRed;4;55.16
2873;Trois Pistoles;MediumVioletRed;6;34.03
2874;Maharaj;Brown;7;32.17
2875;Trois Pistoles;Moccasin;7;45.84
2876;Storm King Stout;White;7;48.29
2877;Chimay Grande Réserve;Ivory;4;65.31
2878;Arrogant Bastard Ale;WhiteSmoke;5;34.59
2879;Arrogant Bastard Ale;LightCyan;6;69.66
2880;Founders Kentucky Breakfast;DarkKhaki;6;69.78
2881;Sublimely Self-Righteous Ale;HotPink;7;58.90
2882;Edmund Fitzgerald Porter;DarkCyan;8;40.29
2883;Nugget Nectar;Crimson;5;65.99
2884;Oak Aged Yeti Imperial Stout;FireBrick;6;51.51
2885;Storm King Stout;DarkGreen;8;47.43
2886;Hercules Double IPA;PaleTurquoise;4;33.49
2887;Chimay Grande Réserve;DarkSeaGreen;7;47.40
2888;Yeti Imperial Stout;Green;8;69.23
2889;Trappistes Rochefort 10;PaleTurquoise;4;32.70
2890;Hop Rod Rye;MediumOrchid;7;23.93
2891;Hercules Double IPA;LightGray;5;77.34
2892;Stone IPA;CornflowerBlue;4;72.20
2893;Ruination IPA;MidnightBlue;7;68.33
2894;Trappistes Rochefort 8;DimGray;8;51.86
2895;Shakespeare Oatmeal;DarkSeaGreen;7;51.25
2896;Samuel Smith’s Oatmeal Stout;Ivory;5;60.20
2897;Double Bastard Ale;HoneyDew;7;42.12
2898;Double Bastard Ale;DarkGreen;7;43.80
2899;Samuel Smith’s Oatmeal Stout;Sienna;4;67.44
2900;Stone Imperial Russian Stout;Pink;6;75.24
2901;Founders Breakfast Stout;DarkCyan;5;60.05
2902;Pliny The Elder;LightSeaGreen;6;79.94
2903;Sierra Nevada Bigfoot Barleywine Style Ale;MediumSpringGreen;7;55.86
2904;Oaked Arrogant Bastard Ale;Lime;6;62.56
2905;Pliny The Elder;Pink;6;40.88
2906;Sierra Nevada Bigfoot Barleywine Style Ale;GhostWhite;5;56.85
2907;Bourbon County Stout;LightSkyBlue;8;50.65
2908;Weihenstephaner Hefeweissbier;MintCream;7;65.78
2909;Samuel Smith’s Imperial IPA;BlueViolet;7;78.96
2910;Maudite;ForestGreen;7;22.73
2911;Hercules Double IPA;SlateBlue;4;54.83
2912;Pliny The Elder;Linen;8;49.22
2913;Hercules Double IPA;FloralWhite;6;76.81
2914;Arrogant Bastard Ale;Indigo ;5;67.02
2915;Pliny The Elder;DeepSkyBlue;5;29.54
2916;Alpha King Pale Ale;MediumVioletRed;8;47.95
2917;Trois Pistoles;Lavender;6;22.38
2918;Nugget Nectar;CornflowerBlue;7;46.15
2919;Double Bastard Ale;BurlyWood;7;46.04
2920;Samuel Smith’s Imperial IPA;Yellow;6;66.91
2921;Ruination IPA;LightSlateGray;6;70.22
2922;Sierra Nevada Bigfoot Barleywine Style Ale;Navy;8;75.93
2923;Arrogant Bastard Ale;MediumSlateBlue;8;21.90
2924;Trappistes Rochefort 10;LightGreen;5;75.17
2925;Shakespeare Oatmeal;Bisque;8;61.58
2926;Hercules Double IPA;LemonChiffon;6;59.44
2927;Duvel;Tomato;5;28.59
2928;Dreadnaught IPA;Bisque;5;50.65
2929;Old Rasputin Russian Imperial Stout;Sienna;5;36.23
2930;Celebrator Doppelbock;MidnightBlue;7;66.30
2931;Old Rasputin Russian Imperial Stout;SpringGreen;4;70.90
2932;Pliny The Elder;Black;7;78.99
2933;Chocolate St;LimeGreen;5;66.63
2934;Ruination IPA;GoldenRod;4;76.12
2935;Oaked Arrogant Bastard Ale;Wheat;7;45.49
2936;Samuel Smith’s Oatmeal Stout;DeepSkyBlue;8;44.14
2937;Maudite;Olive;8;54.93
2938;Double Bastard Ale;Bisque;6;61.18
2939;Racer 5 India Pale Ale, Bear Republic Bre;DimGrey;8;79.22
2940;Double Bastard Ale;SeaShell;8;71.52
2941;Storm King Stout;Fuchsia;5;75.33
2942;Arrogant Bastard Ale;MistyRose;8;53.94
2943;Duvel;Sienna;5;67.78
2944;Edmund Fitzgerald Porter;Teal;8;51.01
2945;Samuel Smith’s Oatmeal Stout;LightBlue;5;51.98
2946;Oaked Arrogant Bastard Ale;DarkGreen;7;59.07
2947;Storm King Stout;Aqua;7;28.83
2948;Racer 5 India Pale Ale, Bear Republic Bre;Tan;8;35.51
2949;Trois Pistoles;MediumPurple;7;28.89
2950;Stone Imperial Russian Stout;DimGray;7;42.23
2951;90 Minute IPA;Purple;5;40.01
2952;Pliny The Elder;DarkSalmon;7;71.27
2953;Maharaj;OldLace;7;77.39
2954;Maharaj;DimGrey;7;55.11
2955;Sublimely Self-Righteous Ale;PapayaWhip;7;50.06
2956;La Fin Du Monde;HotPink;8;21.28
2957;Stone IPA;LawnGreen;7;78.24
2958;St. Bernardus Abt 12;PaleVioletRed;7;73.42
2959;Double Bastard Ale;MintCream;8;29.14
2960;HopSlam Ale;Plum;6;63.40
2961;Hennepin;Maroon;6;27.21
2962;Schneider Aventinus;GoldenRod;4;48.71
2963;Nugget Nectar;DarkMagenta;6;51.28
2964;Samuel Smith’s Oatmeal Stout;LavenderBlush;4;36.74
2965;Alpha King Pale Ale;GhostWhite;4;64.20
2966;Stone Imperial Russian Stout;AntiqueWhite;5;27.39
2967;Racer 5 India Pale Ale, Bear Republic Bre;DarkGray;5;33.45
2968;Bourbon County Stout;Violet;7;41.47
2969;Schneider Aventinus;Gold;8;75.19
2970;Samuel Smith’s Oatmeal Stout;PaleGreen;6;33.35
2971;Orval Trappist Ale;Lavender;8;72.31
2972;90 Minute IPA;LightYellow;4;67.25
2973;Two Hearted Ale;DarkRed;8;63.02
2974;Stone Imperial Russian Stout;Red;7;69.28
2975;Double Bastard Ale;Orange;6;62.43
2976;Trappistes Rochefort 10;DarkSeaGreen;8;27.17
2977;Stone Imperial Russian Stout;DarkOrchid;7;48.74
2978;Oak Aged Yeti Imperial Stout;Aquamarine;5;53.45
2979;Old Rasputin Russian Imperial Stout;Olive;5;72.87
2980;Founders Breakfast Stout;DarkRed;4;57.70
2981;Founders Breakfast Stout;Aquamarine;5;68.77
2982;Stone Imperial Russian Stout;Magenta;7;64.97
2983;Sierra Nevada Bigfoot Barleywine Style Ale;DarkGoldenRod;5;56.17
2984;Edmund Fitzgerald Porter;Linen;8;31.21
2985;Ten FIDY;LightPink;4;70.83
2986;Chocolate St;Darkorange;6;43.59
2987;Sierra Nevada Bigfoot Barleywine Style Ale;MediumSpringGreen;7;76.05
2988;Arrogant Bastard Ale;DarkOrchid;6;36.24
2989;Schneider Aventinus;Khaki;4;27.65
2990;Sierra Nevada Celebration Ale;MediumPurple;7;65.24
2991;Péché Mortel;Chartreuse;5;57.13
2992;Ruination IPA;BlueViolet;7;61.22
2993;Westmalle Trappist Tripel;BurlyWood;7;66.91
2994;Sublimely Self-Righteous Ale;BlueViolet;4;28.95
2995;Chimay Grande Réserve;Silver;7;31.80
2996;Westmalle Trappist Tripel;CornflowerBlue;6;56.83
2997;Ruination IPA;Peru;4;39.63
2998;Edmund Fitzgerald Porter;GoldenRod;7;28.54
2999;Oak Aged Yeti Imperial Stout;Red;7;55.79
3000;Two Hearted Ale;DeepPink;8;20.55
3001;Shakespeare Oatmeal;Green;7;42.35
3002;Bell’s Expedition;Bisque;4;39.83
3003;Alpha King Pale Ale;NavajoWhite;8;31.05
3004;Pliny The Elder;GoldenRod;4;21.33
3005;Pliny The Elder;DarkSlateGray;8;22.57
3006;Pliny The Elder;FloralWhite;7;79.97
3007;Sublimely Self-Righteous Ale;GoldenRod;7;31.85
3008;Maudite;LightSkyBlue;5;69.50
3009;Sierra Nevada Celebration Ale;DarkRed;6;55.25
3010;Hop Rod Rye;LightYellow;5;75.61
3011;Hennepin;SeaShell;7;62.36
3012;Stone Imperial Russian Stout;PowderBlue;4;20.32
3013;Stone IPA;MediumTurquoise;7;77.08
3014;Yeti Imperial Stout;SandyBrown;5;49.37
3015;Celebrator Doppelbock;GhostWhite;4;53.69
